dataset,model,model_family,tuned,split,fold_id,test_cell,RMSE,MAE,MAPE,R2,train_time_sec,inference_ms_per_sample,throughput_samples_sec,param_count,model_size_mb_fp32
NASA,LightGBM,LightGBM,False,validation,test_B0018,B0018,0.009665081263950347,0.006835095027442781,0.8954170112548095,0.9884333211120413,0.008314542006701231,0.002948637521857845,339139.6848839972,0.0,0.0
NASA,LightGBM,LightGBM,False,test,test_B0018,B0018,0.012703853046703786,0.007978061423458643,1.0435636830065753,0.9612082745934896,0.008314542006701231,0.002948637521857845,339139.6848839972,0.0,0.0
NASA,Ours,ARCF-TCN,True,validation,test_B0018,B0018,0.0063729131577031466,0.003504627947411417,0.44865602948187744,0.9949710923537383,1.5884547079913318,0.22180460329199658,4508.47270596788,58273.0,0.22229385375976562
NASA,Ours,ARCF-TCN,True,test,test_B0018,B0018,0.011702471848428871,0.0063937295685603255,0.8294676872333561,0.9670827622467725,1.5884547079913318,0.22180460329199658,4508.47270596788,58273.0,0.22229385375976562
CALCE,Trend_Prior_l1,baseline,False,validation,test_CS2_35,CS2_35,0.01321221277027315,0.005041762531119449,0.8615830400376883,0.996835624336235,8.33999365568161e-07,3.127082235956302e-06,319786921.0159058,0.0,0.0
CALCE,Trend_Prior_l1,baseline,False,test,test_CS2_35,CS2_35,0.010397942832230708,0.004081960841179822,0.7241680074723787,0.9969529682855811,8.33999365568161e-07,3.127082235956302e-06,319786921.0159058,0.0,0.0
CALCE,Trend_Prior_l2,baseline,False,validation,test_CS2_35,CS2_35,0.013161753524160576,0.008335335177120654,1.5113860103834527,0.996859748547458,3.3294782042503357e-07,0.012203714945816003,81942.26138843453,0.0,0.0
CALCE,Trend_Prior_l2,baseline,False,test,test_CS2_35,CS2_35,0.013225826414309349,0.0077525854003388395,1.3532150544909278,0.9950702174796897,3.3294782042503357e-07,0.012203714945816003,81942.26138843453,0.0,0.0
CALCE,LSTM,LSTM,False,validation,test_CS2_35,CS2_35,0.019561124577845944,0.011678106785446393,3.192418524760093,0.9930637529074932,0.9719433330465108,0.018898913352890047,52913.09512496805,28657.0,0.10931777954101562
CALCE,LSTM,LSTM,False,test,test_CS2_35,CS2_35,0.014875061749401708,0.009094633728621872,1.5785219068250482,0.9937640923016451,0.9719433330465108,0.018898913352890047,52913.09512496805,28657.0,0.10931777954101562
CALCE,GRU,GRU,False,validation,test_CS2_35,CS2_35,0.01764323462808744,0.010637717691388835,2.7278192813202145,0.9943572171582394,0.8312832079827785,0.010411904352624615,96043.90956087892,21505.0,0.08203506469726562
CALCE,GRU,GRU,False,test,test_CS2_35,CS2_35,0.013014675322983999,0.007991972538082513,1.3007160327740799,0.9952263694933321,0.8312832079827785,0.010411904352624615,96043.90956087892,21505.0,0.08203506469726562
CALCE,Transformer,Transformer,False,validation,test_CS2_35,CS2_35,0.026434260014445324,0.01729646584069242,4.27310374010003,0.9873330740147439,0.5508924999739975,0.023112826987103006,43266.018499511185,12801.0,0.048831939697265625
CALCE,Transformer,Transformer,False,test,test_CS2_35,CS2_35,0.018179713225796118,0.013374727259751244,2.12488455337392,0.990685572209768,0.5508924999739975,0.023112826987103006,43266.018499511185,12801.0,0.048831939697265625
CALCE,DNN,DNN,False,validation,test_CS2_35,CS2_35,0.020024376282132047,0.013695651606979841,2.899539301599356,0.9927313306550493,0.04616795782931149,0.0002544747523567693,3929662.9262380297,5313.0,0.020267486572265625
CALCE,DNN,DNN,False,test,test_CS2_35,CS2_35,0.020890705856867905,0.012841604767961055,2.254406669839044,0.9877004746423841,0.04616795782931149,0.0002544747523567693,3929662.9262380297,5313.0,0.020267486572265625
CALCE,CNN1D,1D-CNN,False,validation,test_CS2_35,CS2_35,0.03077029569957613,0.021562195775283906,4.818981313908823,0.9828367211903011,0.5952484169974923,0.017323903040422715,57723.71258755321,12065.0,0.046024322509765625
CALCE,CNN1D,1D-CNN,False,test,test_CS2_35,CS2_35,0.025988455355237087,0.01723137266269196,2.981931790309964,0.9809654304949588,0.5952484169974923,0.017323903040422715,57723.71258755321,12065.0,0.046024322509765625
CALCE,XGBoost,XGBoost,False,validation,test_CS2_35,CS2_35,0.01540498217028638,0.009431419644451822,2.253105345386329,0.9956981098350196,0.020754000172019005,0.0003723058780745601,2685963.5017627478,0.0,0.0
CALCE,XGBoost,XGBoost,False,test,test_CS2_35,CS2_35,0.011860986445009646,0.007098820590847747,1.1824654551630462,0.9960351775576588,0.020754000172019005,0.0003723058780745601,2685963.5017627478,0.0,0.0
CALCE,LightGBM,LightGBM,False,validation,test_CS2_35,CS2_35,0.020385023090016236,0.01088180884496437,3.2097343049458873,0.9924671497609023,0.045876583782956004,0.002680282919360088,373094.94187231094,0.0,0.0
CALCE,LightGBM,LightGBM,False,test,test_CS2_35,CS2_35,0.012829967592560576,0.007159162569747363,1.247225472664552,0.9953609052519211,0.045876583782956004,0.002680282919360088,373094.94187231094,0.0,0.0
