排名,model,model_family,RMSE,MAE,MAPE,R2,train_time_sec,inference_ms_per_sample,param_count,rank_score
1,Ours,ARCF-TCN,0.009578263472819506,0.004740452259099719,0.691391694157057,0.993675063392844,13.627556916966569,0.1777189613263449,58273.0,3.0
2,CEEMDAN-TCN,CEEMDAN-TCN,0.050542160927939596,0.040491130732516256,5.5608123416596325,0.5526158825416907,2.099375063495245,0.048868085792584864,3457.0,6.0
3,EMD-TCN,EMD-TCN,0.05081017172522294,0.0407596034271202,5.6402811796311685,0.5462771443219034,2.1731257080100477,0.05003388757343238,3457.0,9.0
4,Wavelet-TCN,Wavelet-TCN,0.050839064157024466,0.04082585582587908,5.629561801770839,0.5354908450628504,2.077131624566391,0.04811417522954788,3457.0,13.0
5,VMD-TCN,VMD-TCN,0.05123932757894813,0.04125479452838514,5.707910387855671,0.5398196472502133,2.2381284160073847,0.049037075276919084,3457.0,14.0
